stock_id,name,sector
KPIG,MNC Land Tbk.,Consumer Cyclicals
LMPI,Langgeng Makmur Industri Tbk.,Consumer Cyclicals
LPIN,Multi Prima Sejahtera Tbk,Consumer Cyclicals
LPPF,Matahari Department Store Tbk.,Consumer Cyclicals
MAMI,Mas Murni Indonesia Tbk,Consumer Cyclicals
MAPI,Mitra Adiperkasa Tbk.,Consumer Cyclicals
MASA,Multistrada Arah Sarana Tbk.,Consumer Cyclicals
MDIA,Intermedia Capital Tbk.,Consumer Cyclicals
MGNA,Magna Investama Mandiri Tbk.,Consumer Cyclicals
MICE,Multi Indocitra Tbk.,Consumer Cyclicals
MNCN,Media Nusantara Citra Tbk.,Consumer Cyclicals
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclicals
MSKY,MNC Sky Vision Tbk.,Consumer Cyclicals
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclicals
NIPS,Nipress Tbk.,Consumer Cyclicals
PANR,Panorama Sentrawisata Tbk.,Consumer Cyclicals
PBRX,Pan Brothers Tbk.,Consumer Cyclicals
PDES,Destinasi Tirta Nusantara Tbk,Consumer Cyclicals
PGLI,Pembangunan Graha Lestari Inda,Consumer Cyclicals
PJAA,Pembangunan Jaya Ancol Tbk.,Consumer Cyclicals
PNSE,Pudjiadi & Sons Tbk.,Consumer Cyclicals
POLY,Asia Pacific Fibers Tbk,Consumer Cyclicals
PRAS,Prima Alloy Steel Universal Tb,Consumer Cyclicals
PSKT,Red Planet Indonesia Tbk.,Consumer Cyclicals
PTSP,Pioneerindo Gourmet Internatio,Consumer Cyclicals
RALS,Ramayana Lestari Sentosa Tbk.,Consumer Cyclicals
RICY,Ricky Putra Globalindo Tbk,Consumer Cyclicals
SCMA,Surya Citra Media Tbk.,Consumer Cyclicals
SHID,Hotel Sahid Jaya International,Consumer Cyclicals
SMSM,Selamat Sempurna Tbk.,Consumer Cyclicals
SONA,Sona Topas Tourism Industry Tb,Consumer Cyclicals
SRIL,Sri Rejeki Isman Tbk.,Consumer Cyclicals
SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclicals
TELE,Omni Inovasi Indonesia Tbk.,Consumer Cyclicals
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclicals
TMPO,Tempo Intimedia Tbk.,Consumer Cyclicals
TRIO,Trikomsel Oke Tbk.,Consumer Cyclicals
TRIS,Trisula International Tbk.,Consumer Cyclicals
UNIT,Nusantara Inti Corpora Tbk,Consumer Cyclicals
VIVA,Visi Media Asia Tbk.,Consumer Cyclicals
JGLE,Graha Andrasentra Propertindo ,Consumer Cyclicals
MARI,Mahaka Radio Integra Tbk.,Consumer Cyclicals
MKNT,Mitra Komunikasi Nusantara Tbk,Consumer Cyclicals
BOGA,Bintang Oto Global Tbk.,Consumer Cyclicals
CARS,Industri dan Perdagangan Bintr,Consumer Cyclicals
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclicals
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclicals
WOOD,Integra Indocabinet Tbk.,Consumer Cyclicals
HRTA,Hartadinata Abadi Tbk.,Consumer Cyclicals
MABA,Marga Abhinaya Abadi Tbk.,Consumer Cyclicals
BELL,Trisula Textile Industries Tbk,Consumer Cyclicals
DFAM,Dafam Property Indonesia Tbk.,Consumer Cyclicals
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclicals
MSIN,MNC Digital Entertainment Tbk.,Consumer Cyclicals
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclicals
NUSA,Sinergi Megah Internusa Tbk.,Consumer Cyclicals
FILM,MD Entertainment Tbk.,Consumer Cyclicals
DIGI,Arkadia Digital Media Tbk.,Consumer Cyclicals
DUCK,Jaya Bersama Indo Tbk.,Consumer Cyclicals
YELO,Yelooo Integra Datanet Tbk.,Consumer Cyclicals
ZONE,Mega Perintis Tbk.,Consumer Cyclicals
CLAY,Citra Putra Realty Tbk.,Consumer Cyclicals
NATO,Surya Permata Andalan Tbk.,Consumer Cyclicals
HRME,Menteng Heritage Realty Tbk.,Consumer Cyclicals
FITT,Hotel Fitra International Tbk.,Consumer Cyclicals
BOLA,Bali Bintang Sejahtera Tbk.,Consumer Cyclicals
POLU,Golden Flower Tbk.,Consumer Cyclicals
IPTV,MNC Vision Networks Tbk.,Consumer Cyclicals
EAST,Eastparc Hotel Tbk.,Consumer Cyclicals
KOTA,DMS Propertindo Tbk.,Consumer Cyclicals
INOV,Inocycle Technology Group Tbk.,Consumer Cyclicals
SLIS,Gaya Abadi Sempurna Tbk.,Consumer Cyclicals
PMJS,Putra Mandiri Jembar Tbk.,Consumer Cyclicals
ESTA,Esta Multi Usaha Tbk.,Consumer Cyclicals
SBAT,Sejahtera Bintang Abadi Textil,Consumer Cyclicals
CBMF,Cahaya Bintang Medan Tbk.,Consumer Cyclicals
CSMI,Cipta Selera Murni Tbk.,Consumer Cyclicals
SOFA,Boston Furniture Industries Tb,Consumer Cyclicals
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclicals
SCNP,Selaras Citra Nusantara Perkas,Consumer Cyclicals
PLAN,Planet Properindo Jaya Tbk.,Consumer Cyclicals
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclicals
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals
LFLO,Imago Mulia Persada Tbk.,Consumer Cyclicals
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclicals
MGLV,Panca Anugrah Wisesa Tbk.,Consumer Cyclicals
IDEA,Idea Indonesia Akademi Tbk.,Consumer Cyclicals
DEPO,Caturkarda Depo Bangunan Tbk.,Consumer Cyclicals
DRMA,Dharma Polimetal Tbk.,Consumer Cyclicals
ASLC,Autopedia Sukses Lestari Tbk.,Consumer Cyclicals
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals
BAUT,Mitra Angkasa Sejahtera Tbk.,Consumer Cyclicals
ENAK,Champ Resto Indonesia Tbk.,Consumer Cyclicals
BIKE,Sepeda Bersama Indonesia Tbk.,Consumer Cyclicals
OLIV,Oscar Mitra Sukses Sejahtera T,Consumer Cyclicals
SWID,Saraswanti Indoland Developmen,Consumer Cyclicals
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclicals
KLIN,Klinko Karya Imaji Tbk.,Consumer Cyclicals
TOOL,Rohartindo Nusantara Luas Tbk.,Consumer Cyclicals
KDTN,Puri Sentul Permai Tbk.,Consumer Cyclicals
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclicals
ISAP,Isra Presisi Indonesia Tbk.,Consumer Cyclicals
BMBL,Lavender Bina Cendikia Tbk.,Consumer Cyclicals
FUTR,Lini Imaji Kreasi Ekosistem Tb,Consumer Cyclicals
HAJJ,Arsy Buana Travelindo Tbk.,Consumer Cyclicals
RAAM,Tripar Multivision Plus Tbk.,Consumer Cyclicals
DOOH,Era Media Sejahtera Tbk.,Consumer Cyclicals
TYRE,King Tire Indonesia Tbk.,Consumer Cyclicals
VKTR,VKTR Teknologi Mobilitas Tbk.,Consumer Cyclicals
CNMA,Nusantara Sejahtera Raya Tbk.,Consumer Cyclicals
ERAL,Sinar Eka Selaras Tbk.,Consumer Cyclicals
LMAX,Lupromax Pelumas Indonesia Tbk,Consumer Cyclicals
BABY,Multitrend Indo Tbk.,Consumer Cyclicals
AEGS,Anugerah Spareparts Sejahtera ,Consumer Cyclicals
ACRO,Samcro Hyosung Adilestari Tbk.,Consumer Cyclicals
GRPH,Griptha Putra Persada Tbk.,Consumer Cyclicals
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclicals
MEJA,Harta Djaya Karya Tbk.,Consumer Cyclicals
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclicals
BAIK,Bersama Mencapai Puncak Tbk.,Consumer Cyclicals
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals
PART,Cipta Perdana Lancar Tbk.,Consumer Cyclicals
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclicals
DOSS,Global Sukses Digital Tbk.,Consumer Cyclicals
VERN,Verona Indah Pictures Tbk.,Consumer Cyclicals
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclicals
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals
ACST,Acset Indonusa Tbk.,Infrastructures
ADHI,Adhi Karya (Persero) Tbk.,Infrastructures
BALI,Bali Towerindo Sentra Tbk.,Infrastructures
BTEL,Bakrie Telecom Tbk.,Infrastructures
BUKK,Bukaka Teknik Utama Tbk.,Infrastructures
CASS,Cardig Aero Services Tbk.,Infrastructures
CENT,Centratama Telekomunikasi Indo,Infrastructures
CMNP,Citra Marga Nusaphala Persada ,Infrastructures
DGIK,Nusa Konstruksi Enjiniring Tbk,Infrastructures
EXCL,XL Axiata Tbk.,Infrastructures
FREN,Smartfren Telecom Tbk.,Infrastructures
GOLD,Visi Telekomunikasi Infrastruk,Infrastructures
HADE,Himalaya Energi Perkasa Tbk.,Infrastructures
IBST,Inti Bangun Sejahtera Tbk.,Infrastructures
ISAT,Indosat Tbk.,Infrastructures
JKON,Jaya Konstruksi Manggala Prata,Infrastructures
JSMR,Jasa Marga (Persero) Tbk.,Infrastructures
KARW,Meratus Jasa Prima Tbk.,Infrastructures
KBLV,First Media Tbk.,Infrastructures
LINK,Link Net Tbk.,Infrastructures
META,Nusantara Infrastructure Tbk.,Infrastructures
NRCA,Nusa Raya Cipta Tbk.,Infrastructures
PTPP,PP (Persero) Tbk.,Infrastructures
SSIA,Surya Semesta Internusa Tbk.,Infrastructures
SUPR,Solusi Tunas Pratama Tbk.,Infrastructures
TBIG,Tower Bersama Infrastructure T,Infrastructures
TLKM,Telkom Indonesia (Persero) Tbk,Infrastructures
TOTL,Total Bangun Persada Tbk.,Infrastructures
TOWR,Sarana Menara Nusantara Tbk.,Infrastructures
WIKA,Wijaya Karya (Persero) Tbk.,Infrastructures
WSKT,Waskita Karya (Persero) Tbk.,Infrastructures
IDPR,Indonesia Pondasi Raya Tbk.,Infrastructures
MTRA,Mitra Pemuda Tbk.,Infrastructures
OASA,Maharaksa Biru Energi Tbk.,Infrastructures
POWR,Cikarang Listrindo Tbk.,Infrastructures
PBSA,Paramita Bangun Sarana Tbk.,Infrastructures
PORT,Nusantara Pelabuhan Handal Tbk,Infrastructures
TGRA,Terregra Asia Energy Tbk.,Infrastructures
TOPS,Totalindo Eka Persada Tbk.,Infrastructures
MPOW,Megapower Makmur Tbk.,Infrastructures
GMFI,Garuda Maintenance Facility Ae,Infrastructures
PPRE,PP Presisi Tbk.,Infrastructures
WEGE,Wijaya Karya Bangunan Gedung T,Infrastructures
MORA,Mora Telematika Indonesia Tbk.,Infrastructures
IPCM,Jasa Armada Indonesia Tbk.,Infrastructures
LCKM,LCK Global Kedaton Tbk.,Infrastructures
GHON,Gihon Telekomunikasi Indonesia,Infrastructures
IPCC,Indonesia Kendaraan Terminal T,Infrastructures
MTPS,Meta Epsi Tbk.,Infrastructures
JAST,Jasnita Telekomindo Tbk.,Infrastructures
KEEN,Kencana Energi Lestari Tbk.,Infrastructures
PTPW,Pratama Widya Tbk.,Infrastructures
TAMA,Lancartama Sejati Tbk.,Infrastructures
RONY,Aesler Grup Internasional Tbk.,Infrastructures
PTDU,Djasa Ubersakti Tbk.,Infrastructures
KETR,Ketrosden Triasmitra Tbk.,Infrastructures
FIMP,Fimperkasa Utama Tbk.,Infrastructures
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures
SMKM,Sumber Mas Konstruksi Tbk.,Infrastructures
ARKO,Arkora Hydro Tbk.,Infrastructures
KRYA,Bangun Karya Perkasa Jaya Tbk.,Infrastructures
PGEO,Pertamina Geothermal Energy Tb,Infrastructures
BDKR,Berdikari Pondasi Perkasa Tbk.,Infrastructures
INET,Sinergi Inti Andalan Prima Tbk,Infrastructures
BREN,Barito Renewables Energy Tbk.,Infrastructures
KOKA,Koka Indonesia Tbk.,Infrastructures
ASLI,Asri Karya Lestari Tbk.,Infrastructures
MANG,Manggung Polahraya Tbk.,Infrastructures
DATA,Remala Abadi Tbk.,Infrastructures
HGII,Hero Global Investment Tbk.,Infrastructures
APLN,Agung Podomoro Land Tbk.,Properties and Real Estate
ASRI,Alam Sutera Realty Tbk.,Properties and Real Estate
BAPA,Bekasi Asri Pemula Tbk.,Properties and Real Estate
BCIP,Bumi Citra Permai Tbk.,Properties and Real Estate
BEST,Bekasi Fajar Industrial Estate,Properties and Real Estate
BIKA,Binakarya Jaya Abadi Tbk.,Properties and Real Estate
BIPP,Bhuwanatala Indah Permai Tbk.,Properties and Real Estate
BKDP,Bukit Darmo Property Tbk,Properties and Real Estate
BKSL,Sentul City Tbk.,Properties and Real Estate
BSDE,Bumi Serpong Damai Tbk.,Properties and Real Estate
COWL,Cowell Development Tbk.,Properties and Real Estate
CTRA,Ciputra Development Tbk.,Properties and Real Estate
DART,Duta Anggada Realty Tbk.,Properties and Real Estate
DILD,Intiland Development Tbk.,Properties and Real Estate
DMAS,Puradelta Lestari Tbk.,Properties and Real Estate
DUTI,Duta Pertiwi Tbk,Properties and Real Estate
ELTY,Bakrieland Development Tbk.,Properties and Real Estate
EMDE,Megapolitan Developments Tbk.,Properties and Real Estate
FMII,Fortune Mate Indonesia Tbk,Properties and Real Estate
GAMA,Aksara Global Development Tbk.,Properties and Real Estate
GMTD,Gowa Makassar Tourism Developm,Properties and Real Estate
GPRA,Perdana Gapuraprima Tbk.,Properties and Real Estate
INPP,Indonesian Paradise Property T,Properties and Real Estate
JRPT,Jaya Real Property Tbk.,Properties and Real Estate
KIJA,Kawasan Industri Jababeka Tbk.,Properties and Real Estate
LCGP,Eureka Prima Jakarta Tbk.,Properties and Real Estate
LPCK,Lippo Cikarang Tbk,Properties and Real Estate
LPKR,Lippo Karawaci Tbk.,Properties and Real Estate
LPLI,Star Pacific Tbk,Properties and Real Estate
MDLN,Modernland Realty Tbk.,Properties and Real Estate
MKPI,Metropolitan Kentjana Tbk.,Properties and Real Estate
MMLP,Mega Manunggal Property Tbk.,Properties and Real Estate
MTLA,Metropolitan Land Tbk.,Properties and Real Estate
MTSM,Metro Realty Tbk.,Properties and Real Estate
MYRX,Hanson International Tbk.,Properties and Real Estate
NIRO,City Retail Developments Tbk.,Properties and Real Estate
OMRE,Indonesia Prima Property Tbk,Properties and Real Estate
PLIN,Plaza Indonesia Realty Tbk.,Properties and Real Estate
PPRO,PP Properti Tbk.,Properties and Real Estate
PUDP,Pudjiadi Prestige Tbk.,Properties and Real Estate
PWON,Pakuwon Jati Tbk.,Properties and Real Estate
RBMS,Ristia Bintang Mahkotasejati T,Properties and Real Estate
RDTX,Roda Vivatex Tbk,Properties and Real Estate
RIMO,Rimo International Lestari Tbk,Properties and Real Estate
RODA,Pikko Land Development Tbk.,Properties and Real Estate
SMDM,Suryamas Dutamakmur Tbk.,Properties and Real Estate
SMRA,Summarecon Agung Tbk.,Properties and Real Estate
TARA,Agung Semesta Sejahtera Tbk.,Properties and Real Estate
FORZ,Forza Land Indonesia Tbk.,Properties and Real Estate
CSIS,Cahayasakti Investindo Sukses ,Properties and Real Estate
ARMY,Armidian Karyatama Tbk.,Properties and Real Estate
NASA,Andalan Perkasa Abadi Tbk.,Properties and Real Estate
RISE,Jaya Sukses Makmur Sentosa Tbk,Properties and Real Estate
POLL,Pollux Properties Indonesia Tb,Properties and Real Estate
LAND,Trimitra Propertindo Tbk.,Properties and Real Estate
PANI,Pantai Indah Kapuk Dua Tbk.,Properties and Real Estate
CITY,Natura City Developments Tbk.,Properties and Real Estate
MPRO,Maha Properti Indonesia Tbk.,Properties and Real Estate
SATU,Kota Satu Properti Tbk.,Properties and Real Estate
POLI,Pollux Hotels Group Tbk.,Properties and Real Estate
CPRI,Capri Nusa Satu Properti Tbk.,Properties and Real Estate
POSA,Bliss Properti Indonesia Tbk.,Properties and Real Estate
PAMG,Bima Sakti Pertiwi Tbk.,Properties and Real Estate
BAPI,Bhakti Agung Propertindo Tbk.,Properties and Real Estate
NZIA,Nusantara Almazia Tbk.,Properties and Real Estate
REAL,Repower Asia Indonesia Tbk.,Properties and Real Estate
INDO,Royalindo Investa Wijaya Tbk.,Properties and Real Estate
TRIN,Perintis Triniti Properti Tbk.,Properties and Real Estate
DADA,Diamond Citra Propertindo Tbk.,Properties and Real Estate
ASPI,Andalan Sakti Primaindo Tbk.,Properties and Real Estate
AMAN,Makmur Berkah Amanda Tbk.,Properties and Real Estate
KBAG,Karya Bersama Anugerah Tbk.,Properties and Real Estate
BBSS,Bumi Benowo Sukses Sejahtera T,Properties and Real Estate
UANG,Pakuan Tbk.,Properties and Real Estate
PURI,Puri Global Sukses Tbk.,Properties and Real Estate
HOMI,Grand House Mulia Tbk.,Properties and Real Estate
ROCK,Rockfields Properti Indonesia ,Properties and Real Estate
ATAP,Trimitra Prawara Goldland Tbk.,Properties and Real Estate
ADCP,Adhi Commuter Properti Tbk.,Properties and Real Estate
TRUE,Triniti Dinamik Tbk.,Properties and Real Estate
IPAC,Era Graharealty Tbk.,Properties and Real Estate
WINR,Winner Nusantara Jaya Tbk.,Properties and Real Estate
BSBK,Wulandari Bangun Laksana Tbk.,Properties and Real Estate
CBPE,Citra Buana Prasida Tbk.,Properties and Real Estate
VAST,Vastland Indonesia Tbk.,Properties and Real Estate
SAGE,Saptausaha Gemilangindah Tbk.,Properties and Real Estate
RELF,Graha Mitra Asia Tbk.,Properties and Real Estate
HBAT,Minahasa Membangun Hebat Tbk.,Properties and Real Estate
GRIA,Ingria Pratama Capitalindo Tbk,Properties and Real Estate
MSIE,Multisarana Intan Eduka Tbk.,Properties and Real Estate
KOCI,Kokoh Exa Nusantara Tbk.,Properties and Real Estate
KSIX,Kentanix Supra International T,Properties and Real Estate
CBDK,Bangun Kosambi Sukses Tbk.,Properties and Real Estate
URBN,Urban Jakarta Propertindo Tbk.,Properties and Real Estate
